audio_path,relative_path,text,authenticity,duration,speaker_id,gender,accent,scenario,is_verified,notes
data/audio/001ce26c07c20eaa0d666b824c6c6924.wav,audio/001ce26c07c20eaa0d666b824c6c6924.wav,60 тысяч тенге сколько будет стоить,real,4.0,real_new,,,,0,
data/audio/0021c3c46b7d0a2a50b7f6b0084c99a5.wav,audio/0021c3c46b7d0a2a50b7f6b0084c99a5.wav,Покажи мне на смотришке телеканал Синергия ТВ.,real,3.43,real_new,,,,0,
data/audio/002e64235abc88d64fb558324c681489.wav,audio/002e64235abc88d64fb558324c681489.wav,Михаила Муродиана,real,3.2,real_new,,,,0,
data/audio/0037c34dc43b019e2e1f715b18caa6fd.wav,audio/0037c34dc43b019e2e1f715b18caa6fd.wav,Найди боевики.,real,2.04,real_new,,,,0,
data/audio/0040e9bb1832795a3c57283477484a0c.wav,audio/0040e9bb1832795a3c57283477484a0c.wav,"Гетто, сезон 3.",real,4.93,real_new,,,,0,
data/audio/0040fcee5ea10479a55d623ec9265853.wav,audio/0040fcee5ea10479a55d623ec9265853.wav,Хочу посмотреть Растау Папа на телевизоре.,real,3.34,real_new,,,,0,
data/audio/0043592661b915d774bc17e89fd695de.wav,audio/0043592661b915d774bc17e89fd695de.wav,Салют! Сколько предприятий являются клиентами Сбера?,real,4.45,real_new,,,,0,
data/audio/004a82ebeebe58430f53e4da3cabd80b.wav,audio/004a82ebeebe58430f53e4da3cabd80b.wav,Джой. Как работает досрочное погашение кредита?,real,5.94,real_new,,,,0,
data/audio/005df30cef6a78311f6f51113b359d19.wav,audio/005df30cef6a78311f6f51113b359d19.wav,"Пожалуйста, пополните мне счет.",real,2.62,real_new,,,,0,
data/audio/0069bc346588679a5fb89b60f80a3a66.wav,audio/0069bc346588679a5fb89b60f80a3a66.wav,Джоэн надоел,real,1.3,real_new,,,,0,
data/audio/008d8a6d585b0454126dfff15250644e.wav,audio/008d8a6d585b0454126dfff15250644e.wav,"Обмани меня, сезон 8, часть 13.",real,5.16,real_new,,,,0,
data/audio/008ea70c325719659508373224568fd0.wav,audio/008ea70c325719659508373224568fd0.wav,Включи канал Football HD.,real,3.39,real_new,,,,0,
data/audio/008f7472a55b07363112070e85cde7dd.wav,audio/008f7472a55b07363112070e85cde7dd.wav,Салют! Скажи время московское и местное.,real,2.56,real_new,,,,0,
data/audio/009a771bd38137aeed3e6393c27a433b.wav,audio/009a771bd38137aeed3e6393c27a433b.wav,"Поб-звезда, не переставай, не останавливайся найти.",real,3.68,real_new,,,,0,
data/audio/00a5c37ffb884e4ce76ef26d5059a138.wav,audio/00a5c37ffb884e4ce76ef26d5059a138.wav,"Атина, я не хочу, чтобы сегодня звонил Гудли мне.",real,3.69,real_new,,,,0,
data/audio/00a86763f9cb3a97cea8507c8d9737ef.wav,audio/00a86763f9cb3a97cea8507c8d9737ef.wav,Салют! Позвони Владимиру Петровичу.,real,2.29,real_new,,,,0,
data/audio/00b1dd4be8a32fc7e4ab7aaffb9666e0.wav,audio/00b1dd4be8a32fc7e4ab7aaffb9666e0.wav,Салют! Самый популярный фильм Люка Бессона.,real,3.86,real_new,,,,0,
data/audio/00b4dbc9944e1df6f323f76762cdcbf3.wav,audio/00b4dbc9944e1df6f323f76762cdcbf3.wav,Татьяна Зиганчина,real,2.72,real_new,,,,0,
data/audio/00bfd69bf8853994e1269b5a31539b84.wav,audio/00bfd69bf8853994e1269b5a31539b84.wav,"Джоэ, когда перестал существовать хипсское царство?",real,3.51,real_new,,,,0,
data/audio/00bfeac1e2be132b16ac73dab1c44181.wav,audio/00bfeac1e2be132b16ac73dab1c44181.wav,Афина вызов Дмитрию Юрьевичем.,real,3.25,real_new,,,,0,
data/audio/00c0a3fbeecc3915842ce87151418cc3.wav,audio/00c0a3fbeecc3915842ce87151418cc3.wav,Олег Яковлев,real,4.48,real_new,,,,0,
data/audio/00c1f52f7f7d1b05be6f333c9e264d79.wav,audio/00c1f52f7f7d1b05be6f333c9e264d79.wav,"Посоветуй мне шестая часть, как избежать наказания за убийство.",real,6.53,real_new,,,,0,
data/audio/00c39c13a10befc59629e6d275e25888.wav,audio/00c39c13a10befc59629e6d275e25888.wav,Включи канал Культура.,real,3.94,real_new,,,,0,
data/audio/00cd6161134672384854f2b68785f52a.wav,audio/00cd6161134672384854f2b68785f52a.wav,"Джоя,посмотри Восток ТВ",real,3.24,real_new,,,,0,
data/audio/00dafa32e4bdecb1cd5754693b796b2b.wav,audio/00dafa32e4bdecb1cd5754693b796b2b.wav,"Футбольный матч, Chelsea Брайден.",real,2.52,real_new,,,,0,
data/audio/00e3f2504eab100612c86f0a9b8dd9be.wav,audio/00e3f2504eab100612c86f0a9b8dd9be.wav,Давай запустим запись мачо Манчестера и Найтэк и Арсенова.,real,3.04,real_new,,,,0,
data/audio/00ed568270cfba98d3265c3d646f0ecb.wav,audio/00ed568270cfba98d3265c3d646f0ecb.wav,Какая комиссия за перевод в Бербанк?,real,3.5,real_new,,,,0,
data/audio/00ee619c6041b081cb4b9ee4fc6b22ae.wav,audio/00ee619c6041b081cb4b9ee4fc6b22ae.wav,Филёвская лакомка классическая 120 грамм. Заказать!,real,7.58,real_new,,,,0,
data/audio/010ca77da0f852007cf8c8e3ec5b6232.wav,audio/010ca77da0f852007cf8c8e3ec5b6232.wav,В СБЕ выйти с приложения.,real,1.71,real_new,,,,0,
data/audio/011eabdfb054e4117d4b9c7d8ba7789c.wav,audio/011eabdfb054e4117d4b9c7d8ba7789c.wav,У тебя будет мужчина с гарантией.,real,3.1,real_new,,,,0,
data/audio/012e76806364f1d102df690bf7f95c6c.wav,audio/012e76806364f1d102df690bf7f95c6c.wav,Есть ли велопрогулки в отеле?,real,2.22,real_new,,,,0,
data/audio/012e79b183af0bcef542a086c9e6a4ae.wav,audio/012e79b183af0bcef542a086c9e6a4ae.wav,"Уточни на ресепшен, где в отеле или рядом с ним можно распечатать документы с почтой.",real,6.15,real_new,,,,0,
data/audio/014d8877ac68d35d2a9fde62796286f7.wav,audio/014d8877ac68d35d2a9fde62796286f7.wav,"Афина, переведи пожалуйста маме 300 тысячи.",real,5.21,real_new,,,,0,
data/audio/01571c229158bfac1c769b08896056d7.wav,audio/01571c229158bfac1c769b08896056d7.wav,"за людь, чем платят, узнай там.",real,2.92,real_new,,,,0,
data/audio/015b7c82d84afdae6b71e68690b39e09.wav,audio/015b7c82d84afdae6b71e68690b39e09.wav,Дианка корешковый.,real,2.18,real_new,,,,0,
data/audio/016ced0f4b1135a3399481ffd9c54aa9.wav,audio/016ced0f4b1135a3399481ffd9c54aa9.wav,Телевизор сломан.,real,2.64,real_new,,,,0,
data/audio/0174013843dbc8084716a866e35ceaca.wav,audio/0174013843dbc8084716a866e35ceaca.wav,Сбер привет! Перейди маме тысячу рублей!,real,3.11,real_new,,,,0,
data/audio/0175f0c6f256de46a9b75df2f7d3a0ef.wav,audio/0175f0c6f256de46a9b75df2f7d3a0ef.wav,Включи хип-хоп.,real,2.16,real_new,,,,0,
data/audio/018787f985e2c3d5afc29800a45b773f.wav,audio/018787f985e2c3d5afc29800a45b773f.wav,"Скорее, скрой приложение.",real,2.38,real_new,,,,0,
data/audio/018e68acd1e41abe44a6077d0331d7c6.wav,audio/018e68acd1e41abe44a6077d0331d7c6.wav,включи ленту в поле зрения,real,3.27,real_new,,,,0,
data/audio/0192e66795baa09424efbac5710f6992.wav,audio/0192e66795baa09424efbac5710f6992.wav,"Асина, прекрати.",real,1.25,real_new,,,,0,
data/audio/019a27cda925492ca32b0bb2b5c24afd.wav,audio/019a27cda925492ca32b0bb2b5c24afd.wav,"Ашвина, как отправить видео на сайт канала Краусей с фиксиком?",real,4.41,real_new,,,,0,
data/audio/019cc1c6c7b7d61c4811bc6674e5676b.wav,audio/019cc1c6c7b7d61c4811bc6674e5676b.wav,У тебя будет призрачная башня?,real,3.92,real_new,,,,0,
data/audio/01a05ec777137db6fca31c02fe495527.wav,audio/01a05ec777137db6fca31c02fe495527.wav,Joy поставь Swiss Hits,real,4.58,real_new,,,,0,
data/audio/01a5d14af00f44b1cde14e20cdcc25ac.wav,audio/01a5d14af00f44b1cde14e20cdcc25ac.wav,9 472 824 65 30,real,11.31,real_new,,,,0,
data/audio/01acf8b2591bcefd0bd45eb132419964.wav,audio/01acf8b2591bcefd0bd45eb132419964.wav,Салют! В каких источниках описывается университет в Праге?,real,3.5,real_new,,,,0,
data/audio/01b5c80221cf32084af0fb2e7e1135e0.wav,audio/01b5c80221cf32084af0fb2e7e1135e0.wav,Хочу посмотреть кино «Презумция невиновности».,real,3.56,real_new,,,,0,
data/audio/01d251175199ac01c065ca7078e0cca8.wav,audio/01d251175199ac01c065ca7078e0cca8.wav,"Привет ассистент, закажи мне 5-литровую бутылку воды Шушкин-Лес.",real,7.55,real_new,,,,0,
data/audio/01d5be9e05f7291f8c40b6d7b205f4f5.wav,audio/01d5be9e05f7291f8c40b6d7b205f4f5.wav,"У тебя есть часть 36 зоны 5, аббатство Даунтон.",real,6.56,real_new,,,,0,
